content,Sentimen,Confidence,Cleaned
"Setelah update, profil akun jadi hilang. Coba edit isi profil akun lagi laman langsung blank no respon. Aplikasi pemerintah kenapa gak pernah ada yang beres ya ? Kalau gak menyulitkan pasti menyengsarakan",negatif,0.9964555501937866,update profil akun hilang coba edit isi profil akun laman langsung blank respon pemerintah beres menyulitkan menyengsarakan
"Apakah setiap aplikasi pemerintahan selalu begini? app ga bisa d akses dengan baik, bug dmna2, data2 profil ilang. sy yakin anggaran buat app gini ga murah dan pakai uang rakyat, Programnya sangat bagus, tp akses appnya sangat buruk",negatif,0.9989317059516907,pemerintahan akses bug dmna data profil ilang anggaran gini murah pakai uang rakyat programnya bagus akses appnya buruk
"mohon bantuannya aplikasi nya ngebug, ketika kirim kode lewat email. kodenya sih sudah terkirim, tetapi di aplikasi nya tidak berubah sama sekali. alias menu untuk masukin kode nya tidak ada, terus gimana??? Mohon bantuannya tetap tidak bisa login!!",negatif,0.9964107871055603,mohon bantuannya ngebug kirim kode email kodenya terkirim berubah alias menu masukin kode gimana mohon bantuannya login
aplikasi tidak bekerja dengan baik apa duit untuk membuat aplikasi ini di korupsi juga .? sudah bolak balik instal dan uninstal tapi tetap sama tidak bisa login masuk. hanya stuck di halaman memasukan email. padahal ada email masuk untuk kode otp ? jadi fungsinya kode otp ygdi kirim ke email itu untuk digunakan dimana ?,negatif,0.99826979637146,duit korupsi bolak instal uninstal login masuk stuck halaman memasukan email email masuk kode otp fungsinya kode otp ygdi kirim email dimana
"sepertinya masih sering mengalami bug, saya sudah isi profile lengkap tetapi tidak bisa di simpan. dan tidak bisa klik jemis kelamin mohon untuk diperbaiki bugnya, terima kasih",negatif,0.5931823253631592,mengalami bug isi profile lengkap simpan klik jemis kelamin mohon diperbaiki bugnya terima kasih
"Suruh masukin kode verifikasi lewat email, udah dimasukin kodenya, udah sama persis seperti yang dikirim ke email tapi malah salah, lagian saya ga naro pin buat masuk kok jadi ada pinnya, ini gimana maksudnya sih?",negatif,0.9961116909980774,suruh masukin kode verifikasi email udah dimasukin kodenya udah persis dikirim email salah naro pin masuk pinnya gimana maksudnya
"TOLONG DONG BENERIN APLIKASINYA!! Saya mau masuk ke aplikasinya malah GK bisa karena nge stuck di bagian pilih Tema, Padahal sudah saya pilih masih aja GK bisa!!Tolong BENERIN biar GK susahin orang!!!Orang mau ngecek kesehatan malah dibikin ribet sama aplikasinya...AYO DONG PEMERINTAH!!!",negatif,0.999340832233429,tolong benerin aplikasinya masuk aplikasinya stuck pilih tema pilih tolong benerin biar susahin orang orang ngecek dibikin ribet aplikasinya ayo pemerintah
"Masuk aplikasi aja susah, pin udah bener masih aja salah, pas minta ganti pin verifikasi yang dikirim lewat email dimasukin udah bener masih aja kebaca salah, emang pemerintah kalo bikin aplikasi rata rata gak pernah bener. ini mah namanya ngabisin anggaran doang bikin aplikasi yang penting jadi, gak peduli berfungsi apa engga.",negatif,0.9988499879837036,masuk susah pin udah bener salah pas ganti pin verifikasi dikirim email dimasukin udah bener kebaca salah emang pemerintah kalo bikin bener mah namanya ngabisin anggaran doang bikin peduli berfungsi engga
"tidak bisa login, saat login menggunakan email, tidak masuk ke halaman verifikasi, sehingga kode verifikasi yang sudah terkirim tidak bisa digunakan, sudah coba di 3 smartphone berbeda hasilnya tetap sama, sudah menghubungi website kemenkes mengenai masalah ini tapi tidak ada respon, bagaimana solusinya? jangan hanya menyuruh menghubungi web kemenkes lagi, percuma saja kalau tidak ada respon.",negatif,0.9911231994628906,login login email masuk halaman verifikasi kode verifikasi terkirim coba smartphone berbeda hasilnya menghubungi website kemenkes respon solusinya menyuruh menghubungi web kemenkes respon
"Kl aplikasi blm siap jgn dilempar dl ke masyarakat. Pertama masuk gak bisa sdh dicoba berkali-kali katanya ada gangguan, hub helpdesk. Pas besoknya bisa masuk, mau pilih tema gak bisa jg, katanya gangguan, hub helpdesk. Ini apa sih kok disuruh tanya terus ke helpdesk. Mau kembali ke hal sblmnya jg gak bisa",negatif,0.9973516464233398,blm jgn dilempar masyarakat masuk sdh dicoba berkali kali gangguan hub helpdesk pas besoknya masuk pilih tema gangguan hub helpdesk disuruh helpdesk sblmnya
Aplikasi ga jelas masukin email sudah dapet balasan email dan dapat kode verifikasinya namun interfacenya tetap di input email gmana sih algoritmanya aplikasi ini nyesel w download udah sampe 3 kali hapus lagi,negatif,0.9994140863418579,masukin email dapet balasan email kode verifikasinya interfacenya input email gmana algoritmanya nyesel download udah sampe kali hapus
"ini kenapa malah nge stuck di pilih tema, udh di pilih tema default malah ada keterangan gagal mulu malah disuruh hubungi helpdesk nya hadehhh. edit : Alhamdulillah aplikasi sudah berjalan dengan baik lagi, saat login ulang tadi udh ga nge stuck lagi di bagian pemilihan tema nya dan desain nya jadi lebih bagus setelah update. mantap 👍🏻👍🏻👍🏻",positif,0.9897839426994324,stuck pilih tema udh pilih tema default keterangan gagal mulu disuruh hubungi helpdesk hadehhh edit alhamdulillah berjalan login ulang udh stuck pemilihan tema desain bagus update mantap
"aplikasi kurang jelas,, setelah data di masukan harus nunggu sekitar 3 hari baru muncul sertifikasi vaksin nya, lalu saat ada pembaruan aplikasi malah hilang lagi , balik lagi jadi belum vaksin lagi , apakah nunggu 3 hari lagi? seharus nya ga usah ada pembaharuan kalau begitu.. tolong kembangkan lagi",negatif,0.9981001019477844,data masukan nunggu muncul sertifikasi vaksin pembaruan hilang vaksin nunggu seharus pembaharuan tolong kembangkan
"susah banget ya mau daftar doang di suru pilih jenis kelamin pas di klik gak bisa di simpan malam tidak boleh kosong, udh dari tgl 1 bulan mei ini dicoba masih gitu juga gak niat bener",negatif,0.9991288781166077,susah daftar doang suru pilih jenis kelamin pas klik simpan malam kosong udh tgl mei dicoba gitu niat bener
"dua tahun lalu gua mau cek gua punya sertifikat vaksin masih bisa waktu namanya masih peduli lindungi, giliran sekarang lagi butuh, pas mau nge cek lagi di situ tertera BELUM VAKSIN, gimana sih kok bisa ga kebaca?masa gua harus vaksin lagi? benerin lahhh ngapain coba namanya di ganti"" segala bikin bingung doang waktu nyari aplikasi nya iya aja kalo bagus lah ini apaan khas aplikasi pemerintah banget, banyak bug nya kalo bagus mah ga bakal 3,4 rating bintangnya satt lah",negatif,0.9986945986747742,gua cek gua sertifikat vaksin namanya peduli lindungi giliran butuh pas cek situ tertera vaksin gimana kebaca gua vaksin benerin lahhh ngapain coba namanya ganti bikin bingung doang nyari iya kalo bagus khas pemerintah bug kalo bagus mah rating bintangnya satt
"maaf sebelumnya saya mau cek kartu vaksin tapi lupa akun dan harus masukan nomor telepon yang terdaftar sedangkan pada saat itu saya enggak mempunyai ponsel dan semua diatur oleh orang tua saya, tapi mau memasukannya lagi lupa akun harus gunakan nomor telepon yang terdaftar sedangkan nomor tersebut sudah sangat lama dan tidak tau nomornya,apakah bisa dipermudah seperti harus masuk kk atau nik data diri karena ini diperlukan untuk pekerjaan",netral,0.7308765649795532,maaf cek kartu vaksin lupa akun masukan nomor telepon terdaftar ponsel diatur orang tua memasukannya lupa akun nomor telepon terdaftar nomor tau nomornya dipermudah masuk nik data pekerjaan
aplikasinya stuck loading terus kalo mau pilih salah satu fitur.. ayo dong pengembang aplikasinya ditingkatkan lagi kinerja aplikasinya biar WNI bisa pakai dengan nyaman dan menikmati layanannya,positif,0.8873743414878845,aplikasinya stuck loading kalo pilih salah fitur ayo pengembang aplikasinya ditingkatkan kinerja aplikasinya biar wni pakai nyaman menikmati layanannya
"mau login aja susaaaahhh nya minta ampun, jaringan selular sudah bagus, pakai wifi pun masih sama. niat mau mempermudah malah menambah kerepotan!",negatif,0.9978464841842651,login susaaaahhh ampun jaringan selular bagus pakai wifi niat mempermudah menambah kerepotan
"aplikasi apaan sudah login aja muter-muter terus, tolong dong di cek lagi aplikasi nya. aplikasi belum siap di pakai sudah di keluarin. aplikasi pemerintah selalu kusut terus kacau, dana aplikasi aja gede banget buat bikin aplikasi nya tapi kenyataan nol besar, kusut banget",negatif,0.999401330947876,login muter muter tolong cek pakai keluarin pemerintah kusut kacau dana gede bikin kenyataan nol kusut
"parahhh ni aplikasi bikin pusing aja, pas mau masuk kan suruh masukin pin nah udah kumasukin katanya salah, oke aku ganti pin ku keluar lagi nyoba masuk eehhh tetep salah lagi.. gila apa ya ibaratnya baru sedetik tadi aku ganti yakali aku lupa pin sampai salah!!! ini gimana sih diperbaiki donggg mau akses masuk aja ribet bener",negatif,0.9993661046028137,parahhh bikin pusing pas masuk suruh masukin pin udah kumasukin salah oke ganti pin nyoba masuk eehhh tetep salah gila sedetik ganti yakali lupa pin salah gimana diperbaiki donggg akses masuk ribet bener
"apk rusak! verifikasi pin udah bener dibilang salah, masukin kode notifikasi yang dikirim dari email udah diketik bener tetep aja salah juga, ini aplikasinya yang rusak atau apa si",negatif,0.9990001320838928,apk rusak verifikasi pin udah bener dibilang salah masukin kode notifikasi dikirim email udah diketik bener tetep salah aplikasinya rusak
"sdh instal dan isi data dgn benar trus sampe di halaman kode verifikasi. Tunggu kode di kirim ke WA ga masuk2 trus diulang minta kode verifikasi sampe 5x msh ga ada masuk ke WA sy, ini maksudnya apa? bikin aplikasi yg bener dan sewa server yg dedicated, biar ga bikin malu dan memuaskan user (Kemenkes RI) dan pemakai aplikasi.",negatif,0.9805675148963928,sdh instal isi data trus sampe halaman kode verifikasi tunggu kode kirim masuk trus diulang kode verifikasi sampe msh masuk maksudnya bikin bener sewa server dedicated biar bikin malu memuaskan user kemenkes pemakai
"aplikasi bobrok masak mau masuk saja susah harus pakai tema, sudah di pilih pakai tema semua tidak bisa alasan""anda tidak memiliki tema""? aneh girilan di skip pakai tema tetap juga hal yang sama muncul.",negatif,0.9992608428001404,bobrok masak masuk susah pakai tema pilih pakai tema alasan memiliki tema aneh girilan skip pakai tema muncul
"anggaran doang gede, aplikasi pemerintah gak ada yang bagus... supaya apa bikin aplikasi terus padahal fungsinya sama aja, dikit-dikit bikin aplikasi tapi gak jelas!!! anggaran miliaran tapi isinya full bug!! au ah udah tobat gak mau ngomong kasyarr guwehhh🥲",negatif,0.9993826150894165,anggaran doang gede pemerintah bagus bikin fungsinya dikit dikit bikin anggaran miliaran isinya full bug udah tobat ngomong kasyarr guwehhh
"mau ganti nomor ponsel dah pilih kirim OTP ke email dan nomor baru tapi tetep dikirim kenomor lama padahal nomor lama status WAnya dah dialihkan kenomor baru, menyusahkan sekali metodenya.. tolong perbaiki",negatif,0.994401752948761,ganti nomor ponsel dah pilih kirim otp email nomor tetep dikirim kenomor nomor status wanya dah dialihkan kenomor menyusahkan metodenya tolong perbaiki
"mau donwload sertifikat vaksin aja susahnya minta ampun setiap di download coba lagi aja terus . mana untuk keperluan melamar kerja , malah mempersulit , bapuk bener bikin apk .!",negatif,0.9992722868919373,donwload sertifikat vaksin susahnya ampun download coba keperluan melamar kerja mempersulit bapuk bener bikin apk
sudah check up di puskesmas kelapa dua tangerang. pelayanan baik dan puskesmas nya nyaman. Bapak petugas di parkiran sangat membantu. hasil pemeriksaan yg agak lama di upload di satu sehat. kalau bisa diupayakan lebih cepat ya. sy waktu itu check up tgl 3 mei dan hasilnya baru muncul di satu sehat tgl 9 Mei. thanks,positif,0.9910043478012085,check puskesmas kelapa tangerang pelayanan puskesmas nyaman petugas parkiran membantu hasil pemeriksaan upload diupayakan cepat check tgl mei hasilnya muncul tgl mei thanks
"Aplikasi tidak jelas dan belum siap. Sudah masukin email tp halaman tdk mau berganti, giliran sdh ganti ke halaman verifikasi malah menolak kode verif padahal itu kode yg benar. Aplikasi yg sangat menyulitkan tp wajib mengisi untuk kepentingan penerbangan.",negatif,0.9988194108009338,masukin email halaman berganti giliran sdh ganti halaman verifikasi menolak kode verif kode menyulitkan wajib mengisi kepentingan penerbangan
"Aplikasinya gk bisa bisa jalan, di kementerian kan banyak orang pinter, atau malah keminter, knapa tidak bisa memperbaiki kendala seperti ini, menghambat pelayanan masyarakat",negatif,0.9983983635902405,aplikasinya jalan kementerian orang pinter keminter knapa memperbaiki kendala menghambat pelayanan masyarakat
"Cara buat ganti nomor telp terdaftar kurang efektif, posisi nomor hangus, pilih yg e-mail dan wa ke nomor baru tapi tetap minta kode ke nomor yg akan diganti akhirnya ga bisa verif buat ganti nomor, terus buat apa kau kasih opsi kirim ke e-mail dan nomor wa baru? Dan pas ngecek ternyata sertifikat vaksin juga engga ada riwayatnya, ya salam, malah jadi ga guna aplikasinya 😶",negatif,0.992768406867981,ganti nomor telp terdaftar efektif posisi nomor hangus pilih mail nomor kode nomor diganti verif ganti nomor kau kasih opsi kirim mail nomor pas ngecek sertifikat vaksin engga riwayatnya salam aplikasinya
"Aplikasinya penuh bug dan eror, logikanya ga jelas. Kebiasaan nih ga segera ada perbaikan. Masyarakat mau download sertifikat vaksin aja susahnya minta ampun gara2 mau login aja ga bisa. Tolong segera kasih solusi lain buat download sertifikat vaksin",negatif,0.9986370205879211,aplikasinya penuh bug eror logikanya kebiasaan perbaikan masyarakat download sertifikat vaksin susahnya ampun gara login tolong kasih solusi download sertifikat vaksin
"Sangat tidak membantu, ribet cara login, sudah daftar pakai email dan no hp tapi notifnya sudah terdftar, daftar pakai no baru notif sudah terdftar, saya sangat butuh sertifikat vaksin tapi aplikasi ini tidak bisa membantu.",negatif,0.9985678195953369,membantu ribet login daftar pakai email notifnya terdftar daftar pakai notif terdftar butuh sertifikat vaksin membantu
"ini bagaimana ya, katanya email katanya belum terdaftar padahal dari aplikasi peduli lindungi pakai email tersebut, lalu dicoba buat akun baru pakai email yg sama katanya malah akun telah terdaftar, jadi solusinya bagaimana ya admin",negatif,0.991874635219574,email terdaftar peduli lindungi pakai email dicoba akun pakai email akun terdaftar solusinya admin
"mau daftar akun saja susah sekali, pertama,menunggu kode verifikasi dikirim,tapi tidak dikirim².kedua, setelah dipencet untuk kirim ulang dan kode langsung terkirim,tetapi kodenya dimasukkan expired/tidak bisa,ini bagaimanaa???",negatif,0.9967091083526611,daftar akun susah menunggu kode verifikasi dikirim dikirim² dipencet kirim ulang kode langsung terkirim kodenya dimasukkan expired bagaimanaa
"Untuk sekedar masuk akses aplikasinya pun sulit setengah mati, stuck di halaman 'Pilih Tema'. Tolong ditingkatkan lagi aplikasi nya",negatif,0.98895663022995,sekedar masuk akses aplikasinya sulit mati stuck halaman pilih tema tolong ditingkatkan
Halo satu sehat semoga ulasan ini dibaca saya sangat kesulitan akses karena nomor dan email yang terdaftar blokir dan saya sangat kesulitan untuk mengganti nomor karena harus bayar mahal untuk aktif kembali nomor terdaftar yang sudah blokir itu. Tolong direspon😭,negatif,0.8219760060310364,halo semoga ulasan dibaca kesulitan akses nomor email terdaftar blokir kesulitan mengganti nomor bayar mahal aktif nomor terdaftar blokir tolong direspon
"Aplikasinya harap diperbaiki. Saya mau masuk pakai email yg terdaftar. Setelah dikirimkan kode Verifikasi ke email saya yg terdaftar, aplikasi tidak masuk ke halaman kode Verifikasi dan setelah saya tunggu. Aplikasi tidak juga berganti ke halaman kode Verifikasi.",negatif,0.9944294691085815,aplikasinya harap diperbaiki masuk pakai email terdaftar dikirimkan kode verifikasi email terdaftar masuk halaman kode verifikasi tunggu berganti halaman kode verifikasi
tambah semakin parah ini aplikasi. mau login aja susah amat. email udah bener udah dpt kode verifikasi. trus tampilan di app nya nggak ada tempat buat masukin kode verifikasinya. gimana mau loginnya. emang gak di tes dulu apa sebelum launching update nya. parah app pemerintah gak ada kemajuannya.,negatif,0.9994219541549683,parah login susah email udah bener udah dpt kode verifikasi trus tampilan nggak masukin kode verifikasinya gimana loginnya emang tes launching update parah pemerintah kemajuannya
"tidak bisa login, habis masukkn email, klik masuk, dapat kode verifikasi via email, tetapi di aplikasi tidak tampilan tempat masukkan kode verifikasinya, kebanyakan cangkau ini buat aplikasinya",netral,0.8438727259635925,login habis masukkn email klik masuk kode verifikasi via email tampilan masukkan kode verifikasinya kebanyakan cangkau aplikasinya
"aplikasinya tidak bisa digunakan, disuruh masukan identitas KTP tapi tertolak terus, alasannya kendala jaringan tapi kalau kita akses yg lain semua bisa. saran saya, kalau aplikasinya belum siap digunakan jangan dipaksakan untuk diterbitkan di play store.",negatif,0.9244972467422485,aplikasinya disuruh masukan identitas ktp tertolak alasannya kendala jaringan akses saran aplikasinya dipaksakan diterbitkan play store
"ijin KK kenapa ya saya log in ga bisa terus sama email , pas diklik ada pemberitahuan masukan kode digmail tp. pas mau masukin ko diaplikasinya ga muncul buat masukin kodenya Uda nyoba beberapa kali malah dicoba ke hp lain tetap aja ga bisa itu gimana ya",negatif,0.9758786559104919,ijin log email pas diklik pemberitahuan masukan kode digmail pas masukin diaplikasinya muncul masukin kodenya uda nyoba kali dicoba gimana
"admin, ini gimana, mau daftar, tapi kode verif ndak dikirim k wa, masukkan daftar ulang nomor ndak bisa dibilang sudah daftar. ndak bisa direset kah? mau daftar ckd lewat wa juga gangguan terus.",negatif,0.9924010038375854,admin gimana daftar kode verif ndak dikirim masukkan daftar ulang nomor ndak dibilang daftar ndak direset kah daftar ckd gangguan
"KOCAK!! Cuma daftar buat nomor antrian mcu gratis, tapi ga jadi berangkat buat mcu ke puskesmas. Eh tiba-tiba kurleb 2 minggu dapet WA buat unduh hasil mcu yg dimana gak pernah ngelakuin MCU samsek.",negatif,0.9784474968910217,kocak daftar nomor antrian mcu gratis berangkat mcu puskesmas kurleb minggu dapet unduh hasil mcu dimana ngelakuin mcu samsek
disuruh masukan kode Verifikasi tapi tempat untuk memasukkan kode nggak muncul muncul. apk rusak kek gini kok di sarankan mulu oleh oknum oknum ya. mending di hps aja ini apk di play store gak guna juga kocak KEMENKES,negatif,0.9992865920066833,disuruh masukan kode verifikasi memasukkan kode nggak muncul muncul apk rusak kek gini sarankan mulu oknum oknum mending hps apk play store kocak kemenkes
"tidak bisa login. disuruh masukkan email dan sudah dpt email kode verifikasinya tp tempat input kodenya tidak ada, kembali lagi ke masukkan email dan dapat kode begitu aja terus ga kelar². payah. update: sudah menghubungi link tersebut, belum ada solusi.",negatif,0.9986777901649475,login disuruh masukkan email dpt email kode verifikasinya input kodenya masukkan email kode kelar² payah update menghubungi link solusi
busuk login email masih stuck. tidak bisa masuk karena nomer ganti dan beda dari ang lama. stuck nya pun jelek padahal tinggal masukin kode. ui nya kurang optimal,negatif,0.9990490078926086,busuk login email stuck masuk nomer ganti beda ang stuck jelek tinggal masukin kode optimal
"bukannya makin maju malah makin error. mau masuk udah masukin email, kodenya sudah terkirim, tapi tampilan dari aplikasinya ini ga muncul buat masukin kode. KOCAK",negatif,0.9988752007484436,maju error masuk udah masukin email kodenya terkirim tampilan aplikasinya muncul masukin kode kocak
"aplikasi hanya bolak-balik untuk mengisi pembaharuan data tetapi tidak bisa login. mau ubah pun tidak bisa, diulang bolak-balik juga tetap sama.",negatif,0.9808263778686523,bolak mengisi pembaharuan data login ubah diulang bolak
"Situs atau aplikasi pemerintah gk da yg becus.padahal anggaran gede dikorup dlu, ya bgini jdinya. Tidak bisa di akses, tdk bsa daftar, loading mulu. Data sdh digunakan pdhl blm prnah dftar.",negatif,0.998795747756958,situs pemerintah becus anggaran gede dikorup dlu bgini jdinya akses bsa daftar loading mulu data sdh pdhl blm prnah dftar
"Aplikasi buruk, susah login sering eror, stack di menu login, parah sih emang dari dulu aplikasi buatan negara ini gak ada yang jelas.. IT nya gmna ini",negatif,0.9994341731071472,buruk susah login eror stack menu login parah emang buatan negara gmna
"aplikasi nya tidak jelas, tidak bisa login cuma stak di masukan email/no dan suruh verif, sudh dpt kode verif tapi hanya stak di masukan email, tidak lanjut ke langkah selanjutnya",negatif,0.9693703055381775,login stak masukan email suruh verif sudh dpt kode verif stak masukan email langkah
ikut pemeriksaan gratis.. eh di kirim aplikasi ini.. Masya Allah.. mau log-in ga bisa.. daftar baru katanya udh di daftar.. bikin emosi.. maaf ya pemerintah aku kasih bintang 1.. mohon di perbaiki..,negatif,0.9986898303031921,pemeriksaan gratis kirim masya allah log daftar udh daftar bikin emosi maaf pemerintah kasih bintang mohon perbaiki
"mau login( ""belum terdaftar"") daftar ulang ("" akun sudah terdaftar"") login lgi (""akun tidak terdaftar"") ga jelas kali ga fungsi, malah menyusahkan",negatif,0.993822455406189,login terdaftar daftar ulang akun terdaftar login lgi akun terdaftar kali fungsi menyusahkan
"akun NIK/IDENTITAS orang tua saya sudah terdaftar, padahal saya baru donload aplikasinya, ortu saya gaptek..mau masuk gabisa harus verif ke email yang tidak di kenal, haduuuh pusing. gimana saran nya🙏",negatif,0.9936488270759583,akun nik identitas orang tua terdaftar donload aplikasinya ortu gaptek masuk gabisa verif email kenal haduuuh pusing gimana saran
"kek nya rusak ini aplikasi saya susah masukin kode gmail yg benar ber kali-kali tapi tetep aja SALAH padahal udah bener kode nya, di ganti di ulang tetep aja salah ngak sehat ni aplikasi",negatif,0.9994351267814636,kek rusak susah masukin kode gmail ber kali kali tetep salah udah bener kode ganti ulang tetep salah ngak
"gimana ini min gabisa login? kode Verifikasi udah muncul beberapa kali di email, tapi tampilan masih stuck di login ga maju maju wkwk, ampas banget apk pemerintah",negatif,0.998948872089386,gimana min gabisa login kode verifikasi udah muncul kali email tampilan stuck login maju maju wkwk ampas apk pemerintah
"aplikasi ga responsif, button susah diklik, search lokasi puskesmas ga nemu hasil. proses pendaftaran sulit",negatif,0.987953782081604,responsif button susah diklik search lokasi puskesmas nemu hasil proses pendaftaran sulit
kenapa aplikasi yang berbau pemerintah bobrok terus ya? ada apa? kenapa selalu begini. tambah anggota keluarga tidak bisa (terjadi gangguan silahakn cb nnti). sinyal kencang pdhl dan baru install banyak mafianya. payah.. jujur dari nurani paling dalam..,negatif,0.9962496161460876,berbau pemerintah bobrok anggota keluarga gangguan silahakn nnti sinyal kencang pdhl install mafianya payah jujur nurani
apasih aplikasi nasional ko lemot minta ampunnnnn...sinyal bagus pindah wifi juga bagus TPI ko udh dapet verifikasi dri email tapi malah tampilan di aplikasi satu sehatnya ga loading² kocak masih di situ² aja ..tolong benerin lagi lah..mentang² udh ga Corona kah jadi ga ke urus gini aplikasi,negatif,0.9993649125099182,apasih nasional lemot ampunnnnn sinyal bagus pindah wifi bagus tpi udh dapet verifikasi dri email tampilan sehatnya loading² kocak situ² tolong benerin mentang² udh corona kah urus gini
"aplikasi aneh mau daftar pake e-ktp,udah isi nik ketika mau masuk malah error di memilih Thema,gmn ini pemeliharaan aplikasinya banyak error' mending BUBAR",negatif,0.9992989301681519,aneh daftar pake ktp udah isi nik masuk error memilih thema gmn pemeliharaan aplikasinya error mending bubar
"Orang IT dan pengembang apk gimna? ini aplikasi masih banyak BUG, PIN dan POLA sudah benar kok masih aja ga bisa masuk. Ada Tulisan PIN salah, padahal sudah benar PINnya, haduh",negatif,0.9990860223770142,orang pengembang apk gimna bug pin pola masuk tulisan pin salah pinnya haduh
"buruk 👎gak bisa masuk padahal sudah dapat pin kode masuk dari gmail tapi dari app nya gak ada respon payah buang"" waktu lebih baik waktu peduli lindungi yang dulu",negatif,0.9992489218711853,buruk masuk pin kode masuk gmail respon payah buang peduli lindungi
"Gak bisa log in, udah puluhan kali lewat email. Udah ngikutin faq, komplain di email, website, DM instagram, twitter, gak ada tanggapan. Padahal butuh datanya segera.",negatif,0.9984474778175354,log udah puluhan kali email udah ngikutin faq komplain email website instagram twitter tanggapan butuh datanya
